#dig start(15;15)
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,d,d,d,d,d,d,d,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,e,e
e,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,e
e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e
e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e
e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e
e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e
e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e
e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e
e,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,e
e,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,e
e,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,e
e,d,d,d,d,d,d,d,d,d,d,d,e,e, ,e,e,d,d,d,d,d,d,d,d,d,d,d,e
e,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,e
e,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,e
e,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,e
e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e
e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e
e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e
e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e
e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e
e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e
e,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,e
e,e,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,d,d,d,d,d,d,d,d,d,d,d,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,d,d,d,d,d,d,d,e,e,e,e,e,e,e,e,e,e,e
e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
