#dig start(48;48)
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s,s,s,s,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s,s,s,s,s, , , ,s,s,s,s,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s, , , ,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s,s,s,s,s, , , ,s, , , ,s, , , ,s,s,s,s,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s, , , ,s,s, ,s,s, , , ,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s,s, ,s,s, , , ,s,s, ,s,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , , , , , , , , , , , , , , , , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s,s,s,s,s, ,s,s, , , , , , , , , ,s,s, ,s,s,s,s,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s, ,s, , , , , , , , , , , ,s, ,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , , , , , , , , , , , , , , , , , , , , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s, , , , , , , , , , , , , , , ,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s,s,s,s,s,s, , , , , , , , , , , , , , , ,s,s,s,s,s,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,s,s,s,s,s, , , , , , ,s, , , ,s, , , , , , , , , , , , , , , , , ,s, , , ,s, , , , , , ,s,s,s,s,s, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,s,s,s,s,s, , , ,s,s,s,s,s, , ,s, , , , , , , , , , , , , , , , , , , , , , , , , ,s, , ,s,s,s,s,s, , , ,s,s,s,s,s, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,s, , , ,s, , , ,s, , , ,s, , ,s, , , ,s, , , , , , , , , , , , , , , , , ,s, , , ,s, , ,s, , , ,s, , , ,s, , , ,s, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,s,s,s,s,s, , , ,s, , , ,s, , , ,s,s,s,s,s,s,s,s,s, , , , , , , , , , , , , , , ,s,s,s,s,s,s,s,s,s, , , ,s, , , ,s, , , ,s,s,s,s,s, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,s, , , ,s, , , ,s,s, ,s,s, , , ,s, , , ,s, , , ,s, , , , , , , , , , , , , , , ,s, , , ,s, , , ,s, , , ,s,s, ,s,s, , , ,s, , , ,s, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,s, , , ,s,s, ,s,s, , , ,s,s, ,s,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s,s, ,s,s, , , ,s,s, ,s,s, , , ,s, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,s, , , , , , , , , , , , , , , , , , , ,s, , , ,s, ,s, , , , , , , , , , , ,s, ,s, , , ,s, , , , , , , , , , , , , , , , , , , ,s, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,s,s,s,s,s, ,s,s, , , , , , , , , ,s,s, ,s,s,s,s,s,s,s, ,s,s, , , , , , , , , ,s,s, ,s,s,s,s,s,s,s, ,s,s, , , , , , , , , ,s,s, ,s,s,s,s,s, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,s, , , ,s, ,s, , , , , , , , , , , ,s, ,s, , , ,s, , , , , , , , , , , , , , , , , , , ,s, , , ,s, ,s, , , , , , , , , , , ,s, ,s, , , ,s, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,s, , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s,s, ,s,s, , , ,s,s, ,s,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , ,s, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,s, , , ,s, , , , , , , , , , , , , , , ,s, , , ,s, , , ,s, , , ,s, , , ,s, , , ,s, , , ,s, , , ,s, , , , , , , , , , , , , , , ,s, , , ,s, , , , , , , , , , , , , 
 , , , , , , , , , , , ,s,s,s,s,s,s, , , , , , , , , , , , , , , ,s,s,s,s,s,s,s,s,s, , , ,s, , , ,s, , , ,s,s,s,s,s,s,s,s,s, , , , , , , , , , , , , , , ,s,s,s,s,s,s, , , , , , , , , , , , 
 , , , , , , , , , , , ,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s, , , ,s, , , ,s, , , , , , , , , , , , , , , , , , , , , , , , ,s, , , ,s, , , , , , , , , , , , 
 , , , , , , , , , , , ,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s,s,s,s,s, , , ,s,s,s,s,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s, , , , , , , , , , , , 
