#dig start(28;34)
 , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,e, , , ,e, , , , , ,e,e,e, , , , , ,e, , , ,e, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,e, , , , , , , , , ,e,e,e, , , , , , , , , ,e, , , , , , , , , , , , , , , , 
 , , , , , , , , ,e,e,e,e,e, , ,e, , , ,e, , , , , ,e,e,e, , , , , ,e, , , ,e, , ,e,e,e,e,e, , , , , , , , , 
 , , , , ,e,e,e,e,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e,e,e,e,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , , , 
 ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, 
 ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, 
 ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, 
 ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, 
e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e
e, , , ,e, , , , , ,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e, , , , , ,e, , , ,e
e, , , , , , , , , ,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e, , , , , , , , , ,e
e, , , ,e, , , , , ,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e, , , , , ,e, , , ,e
e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e, , , ,e,e, ,e,e, , , ,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e
 ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, 
 ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, 
 ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, 
 ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , ,e,e, , , ,e,e, , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , ,e,e,e,e,e, , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e,e,e,e,e, , , ,e,e,e,e,e,e,e,e,e, , , ,e,e, ,e,e, , , ,e,e,e,e,e,e,e,e,e, , , ,e,e,e,e,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , ,e,e,e,e,e, , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , ,e,e, , , ,e,e, , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, 
 ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, 
 ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, 
 ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, 
e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e, , , ,e,e, ,e,e, , , ,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e
e, , , ,e, , , , , ,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e, , , , , ,e, , , ,e
e, , , , , , , , , ,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e, , , , , , , , , ,e
e, , , ,e, , , , , ,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e, , , , , ,e, , , ,e
e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e
 ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, 
 ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, 
 ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, 
 ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, 
 , , , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , 
 , , , , ,e,e,e,e,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e,e,e,e,e, , , , , 
 , , , , , , , , ,e,e,e,e,e, , ,e, , , ,e, , , , , ,e,e,e, , , , , ,e, , , ,e, , ,e,e,e,e,e, , , , , , , , , 
 , , , , , , , , , , , , , , , ,e, , , , , , , , , ,e,e,e, , , , , , , , , ,e, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,e, , , ,e, , , , , ,e,e,e, , , , , ,e, , , ,e, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e, , , ,e,e, , , , , , , , , ,e,e, , , ,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,e,e,e,e,e,e, ,e,e, , , ,e,e, ,e,e,e,e,e,e, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , 
