#dig start(48;48)
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , ,e, , , , , , , , , , , , , , , , , , , , , , , , , ,e, , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , ,e, , , ,e, , , , , , , , , , , , , , , , , ,e, , , ,e, , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , , , , , , , , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, , , ,e, , , , , , , , , , , ,e, , , ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , , , , , , , , , , ,e, , , , , , ,e, , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , ,e, , , , , , ,e, , , , , , , , , , , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , 
 , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , 
 , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , 
 , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , 
 , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , 
 , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , 
 , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , 
 ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e,e,e,e,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e,e,e,e,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, 
 ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, 
 ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, 
 ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, 
e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, ,e,e,e, ,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e, ,e,e,e, ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e
e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e
e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e
e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e
e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, ,e,e,e, ,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e, ,e,e,e, ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e
 ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, 
 ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, 
 ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, 
 ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e,e,e,e,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e,e,e,e,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, 
 , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , 
 , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , 
 , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , 
 , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , 
 , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , 
 , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , 
 , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , , , , , , , , , , ,e, , , , , , ,e, , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , ,e, , , , , , ,e, , , , , , , , , , , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, , , ,e, , , , , , , , , , , ,e, , , ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , , , , , , , , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , 
 , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , ,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e,e,e, ,e,e, , , , , , , , , ,e,e, ,e,e,e,e,e, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , ,e, ,e, , , , , , , , , , , ,e, ,e, , , ,e, , , , , , , , , , , , , , , , , , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e,e, ,e,e, , , ,e,e, ,e,e, , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e,e, ,e,e, , , ,e, , , ,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e,e,e,e, , , ,e, , , ,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , ,e, , , ,e, , ,e, , , ,e, , , , , , , , , , , , , , , , , ,e, , , ,e, , ,e, , , ,e, , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , ,e,e,e,e,e, , ,e, , , , , , , , , , , , , , , , , , , , , , , , , ,e, , ,e,e,e,e,e, , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e, , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , ,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , ,e,e,e,e,e,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , ,e, , , ,e, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
